class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,convex,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u
e,bell,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,convex,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,bell,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
e,convex,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
e,bell,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,convex,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,convex,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
e,flat,s,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
p,convex,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g
e,convex,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
e,bell,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
e,convex,s,y,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,bell,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,convex,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
e,convex,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
e,bell,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,convex,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,flat,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g
e,convex,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g
e,convex,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
p,convex,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g
e,convex,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,convex,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,bell,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
p,convex,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,convex,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,convex,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
e,convex,f,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,flat,s,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,convex,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,flat,f,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
e,convex,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
e,bell,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,convex,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p
e,bell,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,convex,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
p,convex,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,bell,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,bell,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
p,convex,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u
e,bell,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,bell,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
e,bell,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,convex,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,convex,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
e,convex,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g
e,bell,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,convex,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
e,convex,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
e,convex,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
e,bell,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
e,convex,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
e,flat,f,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,bell,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,convex,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
e,convex,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,convex,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,flat,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
e,convex,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u
e,flat,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
e,flat,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p
e,bell,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
e,bell,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,convex,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p
e,sunknobbeden,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
e,flat,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
p,convex,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u
e,convex,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
e,convex,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
e,convex,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
e,convex,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
e,flat,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
e,flat,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
e,convex,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,flat,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,convex,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,convex,f,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,bell,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,convex,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
e,convex,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g
e,flat,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
e,convex,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,sunknobbeden,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
e,convex,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,bell,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
e,sunknobbeden,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
e,bell,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,convex,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
e,bell,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
p,convex,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u
e,convex,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g
e,convex,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,bell,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,convex,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
p,convex,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u
e,convex,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
e,convex,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
e,bell,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
e,convex,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
e,bell,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
e,convex,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,bell,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,convex,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
e,flat,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
e,convex,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
e,convex,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,convex,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,convex,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
p,convex,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
e,bell,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,bell,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
p,convex,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
e,bell,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,convex,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,convex,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,bell,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,convex,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
e,convex,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
e,convex,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
e,convex,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,convex,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
e,convex,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
e,convex,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
p,convex,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g
e,bell,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,convex,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
p,convex,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u
e,convex,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,flat,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
e,convex,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,bell,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
p,convex,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
e,flat,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
e,convex,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,convex,s,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,flat,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
e,bell,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,convex,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
e,flat,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,convex,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,convex,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g
e,bell,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,bell,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
e,flat,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,bell,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,convex,f,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
e,convex,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,bell,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,convex,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
e,convex,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,convex,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
e,convex,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p
e,convex,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
e,convex,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,convex,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g
e,convex,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,flat,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g
e,bell,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,convex,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
e,convex,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,bell,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,bell,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,convex,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,bell,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,convex,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
e,bell,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
e,bell,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,flat,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
e,flat,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
e,convex,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,flat,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g
e,bell,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
e,convex,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
e,convex,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,flat,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g
e,convex,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,convex,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,bell,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,flat,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,convex,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,convex,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,flat,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
e,sunknobbeden,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
e,flat,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,flat,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
e,convex,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
e,bell,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,convex,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,bell,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,bell,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,bell,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
e,flat,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,flat,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u
e,flat,s,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,flat,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g
e,convex,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,sunknobbeden,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
e,convex,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
e,convex,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
e,flat,f,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
p,flat,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g
p,convex,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
e,flat,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,convex,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
e,bell,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,flat,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
e,flat,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g
e,convex,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,bell,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,convex,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,bell,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,convex,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,bell,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,bell,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
p,convex,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g
e,convex,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g
e,flat,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
e,convex,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,flat,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
e,flat,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,y,u
e,bell,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
e,convex,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
e,sunknobbeden,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,convex,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
e,convex,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
e,convex,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
e,bell,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,convex,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
e,convex,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
e,convex,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,bell,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,flat,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
p,convex,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u
e,flat,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u
e,bell,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
e,flat,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,convex,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,convex,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
e,flat,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
e,convex,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
e,convex,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
p,convex,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g
e,flat,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
p,flat,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g
e,convex,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
e,bell,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,sunknobbeden,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,convex,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
e,flat,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,convex,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,flat,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
p,convex,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
e,convex,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g
e,flat,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
e,convex,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,bell,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
e,flat,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
e,convex,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,convex,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,flat,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
e,convex,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
e,convex,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p
e,flat,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,convex,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
e,flat,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p
p,convex,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,convex,f,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
e,convex,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,convex,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,bell,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,convex,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
e,convex,s,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
e,convex,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
e,bell,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
p,convex,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g
e,convex,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,flat,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
p,convex,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
e,bell,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,convex,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
e,flat,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,convex,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,bell,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,convex,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g
e,convex,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
e,convex,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
e,convex,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,convex,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g
p,convex,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g
e,convex,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,convex,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,convex,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,convex,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g
